complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2022-00222,Social Security,Social Welfare,Medium,Wayanad,1,2024-05-05,6,10,19,464,0,10,13,1,0,Resolved,32
KL2022-00223,Public Works,PWD,Medium,Pathanamthitta,1,2024-07-31,2,12,16,497,0,10,11,1,1,Closed,43
KL2022-00224,Sanitation,Municipality,Medium,Ernakulam,0,2024-03-31,6,17,15,455,0,10,7,0,0,Resolved,14
KL2022-00225,Revenue,Revenue Department,Low,Wayanad,1,2023-11-27,0,8,47,222,0,15,22,1,0,Resolved,48
KL2022-00226,Education,Education Department,Medium,Palakkad,1,2024-11-10,6,7,49,409,0,10,9,0,0,Resolved,43
KL2022-00227,Healthcare,Health Department,High,Alappuzha,0,2022-07-30,5,5,37,252,0,5,7,1,0,Resolved,39
KL2022-00228,Healthcare,Health Department,Low,Kannur,1,2022-06-04,5,6,68,525,0,15,16,1,1,Closed,46
KL2022-00229,Water Supply,Kerala Water Authority,Medium,Kozhikode,0,2023-10-24,1,11,24,500,0,10,8,0,0,Resolved,25
KL2022-00230,Education,Education Department,Medium,Thrissur,0,2024-06-24,0,10,40,655,0,10,9,0,0,Resolved,36
KL2022-00231,Housing,Housing Board,Low,Idukki,1,2024-11-05,1,3,44,522,1,15,27,1,1,Closed,71
KL2022-00232,Housing,Housing Board,Medium,Idukki,0,2023-08-11,4,3,16,679,0,10,16,1,1,Closed,50
KL2022-00233,Social Security,Social Welfare,Critical,Thrissur,1,2022-03-26,5,15,78,717,0,2,1,0,0,Resolved,56
KL2022-00234,Sanitation,Municipality,Medium,Idukki,1,2024-09-01,6,17,24,113,1,10,8,0,0,Resolved,28
KL2022-00235,Water Supply,Kerala Water Authority,High,Kollam,1,2023-12-05,1,3,69,711,0,5,6,1,0,Resolved,55
KL2022-00236,Sanitation,Municipality,Medium,Wayanad,1,2024-06-15,5,15,72,585,0,10,11,1,1,Closed,38
KL2022-00237,Public Works,PWD,Critical,Idukki,1,2023-08-03,3,13,57,396,0,2,4,1,1,Closed,65
KL2022-00238,Housing,Housing Board,Low,Kannur,0,2023-11-17,4,3,47,146,0,15,28,1,1,Closed,62
KL2022-00239,Social Security,Social Welfare,Critical,Kottayam,1,2023-06-01,3,20,24,391,1,2,5,1,0,Resolved,39
KL2022-00240,Healthcare,Health Department,High,Idukki,1,2023-09-28,3,13,21,659,0,5,3,0,0,Resolved,23
KL2022-00241,Education,Education Department,Low,Kottayam,0,2024-02-11,6,11,21,736,0,15,12,0,0,Resolved,28
KL2022-00242,Education,Education Department,High,Kozhikode,0,2024-05-17,4,17,51,68,0,5,6,1,1,Closed,35
KL2022-00243,Healthcare,Health Department,Medium,Alappuzha,0,2023-12-01,4,16,29,281,0,10,8,0,0,Resolved,19
KL2022-00244,Healthcare,Health Department,Medium,Pathanamthitta,0,2022-06-08,2,10,17,569,0,10,8,0,0,Resolved,22
KL2022-00245,Housing,Housing Board,High,Kozhikode,1,2023-11-21,1,20,21,661,0,5,5,0,0,Resolved,34
KL2022-00246,Social Security,Social Welfare,High,Pathanamthitta,0,2022-11-29,1,6,26,788,1,5,7,1,1,Closed,52
KL2022-00247,Social Security,Social Welfare,High,Idukki,1,2023-05-02,1,15,41,509,0,5,6,1,0,Resolved,37
KL2022-00248,Sanitation,Municipality,Critical,Kottayam,0,2024-08-18,6,7,52,744,0,2,3,1,1,Closed,49
KL2022-00249,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2023-08-01,1,13,69,590,0,10,9,0,0,Resolved,40
KL2022-00250,Social Security,Social Welfare,Low,Pathanamthitta,0,2023-02-13,0,20,22,306,0,15,8,0,0,Resolved,20
KL2022-00251,Housing,Housing Board,Low,Kozhikode,1,2024-09-11,2,12,75,155,0,15,21,1,1,Closed,61
KL2022-00252,Education,Education Department,Medium,Kottayam,1,2022-06-21,1,6,39,510,0,10,9,0,0,Resolved,41
KL2022-00253,Healthcare,Health Department,High,Kasaragod,0,2024-06-14,4,3,33,511,0,5,9,1,1,Closed,40
KL2022-00254,Housing,Housing Board,Low,Ernakulam,0,2022-04-20,2,13,69,432,1,15,24,1,0,Resolved,68
KL2022-00255,Education,Education Department,Critical,Idukki,1,2023-04-05,2,1,45,151,0,2,1,0,0,Resolved,57
KL2022-00256,Public Works,PWD,Low,Kannur,0,2022-10-27,3,5,9,343,0,15,21,1,1,Closed,49
KL2022-00257,Water Supply,Kerala Water Authority,High,Wayanad,0,2022-10-12,2,16,62,680,0,5,3,0,0,Resolved,36
KL2022-00258,Housing,Housing Board,High,Kollam,0,2022-02-08,1,9,32,203,0,5,4,0,0,Resolved,52
KL2022-00259,Social Security,Social Welfare,High,Kollam,0,2023-08-14,0,8,43,174,0,5,11,1,0,Resolved,46
KL2022-00260,Social Security,Social Welfare,Medium,Kozhikode,1,2024-07-25,3,3,19,561,0,10,13,1,1,Closed,41
KL2022-00261,Housing,Housing Board,Low,Kozhikode,1,2024-11-21,3,19,35,785,0,15,15,0,0,Resolved,37
KL2022-00262,Healthcare,Health Department,Medium,Kottayam,0,2024-05-29,2,1,50,296,0,10,14,1,1,Closed,46
KL2022-00263,Healthcare,Health Department,Medium,Kozhikode,1,2022-06-25,5,17,51,119,0,10,6,0,0,Resolved,26
KL2022-00264,Housing,Housing Board,Low,Ernakulam,0,2024-08-20,1,2,54,432,0,15,30,1,0,Resolved,66
KL2022-00265,Housing,Housing Board,High,Idukki,1,2022-05-19,3,12,35,800,0,5,9,1,1,Closed,49
KL2022-00266,Education,Education Department,Medium,Kannur,1,2023-11-12,6,5,10,410,0,10,11,1,1,Closed,31
KL2022-00267,Healthcare,Health Department,Low,Kasaragod,1,2024-08-09,4,16,28,188,1,15,13,0,0,Resolved,29
KL2022-00268,Education,Education Department,High,Wayanad,1,2024-07-26,4,2,42,256,0,5,7,1,0,Resolved,50
KL2022-00269,Sanitation,Municipality,Medium,Thiruvananthapuram,1,2023-10-09,0,10,70,457,0,10,10,0,0,Resolved,44
KL2022-00270,Water Supply,Kerala Water Authority,High,Kottayam,0,2022-03-16,2,7,41,415,1,5,7,1,1,Closed,50
KL2022-00271,Housing,Housing Board,High,Kasaragod,0,2023-11-11,5,9,20,426,0,5,6,1,1,Closed,47
KL2022-00272,Social Security,Social Welfare,High,Wayanad,1,2024-06-19,2,13,48,241,1,5,7,1,1,Closed,52
KL2022-00273,Water Supply,Kerala Water Authority,Low,Idukki,1,2024-11-29,4,9,15,794,0,15,12,0,0,Resolved,24
KL2022-00274,Social Security,Social Welfare,Low,Kollam,1,2024-05-31,4,20,28,608,0,15,10,0,0,Resolved,23
KL2022-00275,Revenue,Revenue Department,High,Idukki,1,2022-07-30,5,3,46,726,0,5,10,1,0,Resolved,57
KL2022-00276,Water Supply,Kerala Water Authority,Medium,Malappuram,1,2024-05-22,2,6,61,409,0,10,12,1,1,Closed,45
KL2022-00277,Public Works,PWD,Low,Malappuram,1,2024-06-09,6,9,12,126,1,15,21,1,1,Closed,55
KL2022-00278,Social Security,Social Welfare,High,Idukki,1,2024-11-16,5,6,8,196,0,5,5,0,0,Resolved,36
KL2022-00279,Water Supply,Kerala Water Authority,Medium,Thiruvananthapuram,0,2022-09-16,4,3,35,710,0,10,11,1,1,Closed,39
KL2022-00280,Social Security,Social Welfare,Low,Malappuram,0,2022-03-08,1,20,24,745,0,15,9,0,0,Resolved,21
KL2022-00281,Water Supply,Kerala Water Authority,Medium,Idukki,1,2024-02-01,3,15,14,637,0,10,3,0,0,Resolved,17
KL2022-00282,Healthcare,Health Department,Critical,Palakkad,1,2024-01-22,0,13,45,715,0,2,1,0,0,Resolved,37
KL2022-00283,Revenue,Revenue Department,Low,Alappuzha,1,2022-08-21,6,1,28,561,0,15,25,1,1,Closed,50
KL2022-00284,Education,Education Department,Low,Kottayam,0,2023-06-18,6,15,32,676,1,15,17,1,0,Resolved,37
KL2022-00285,Water Supply,Kerala Water Authority,Medium,Alappuzha,0,2022-09-09,4,5,14,512,1,10,8,0,0,Resolved,39
KL2022-00286,Healthcare,Health Department,Low,Wayanad,0,2024-06-30,6,3,45,733,1,15,22,1,0,Resolved,51
KL2022-00287,Education,Education Department,High,Palakkad,0,2023-08-18,4,10,25,778,0,5,4,0,0,Resolved,34
KL2022-00288,Healthcare,Health Department,Medium,Kannur,1,2024-01-11,3,17,33,174,1,10,7,0,0,Resolved,29
KL2022-00289,Sanitation,Municipality,Critical,Kannur,1,2022-10-12,2,8,68,76,0,2,3,1,1,Closed,54
KL2022-00290,Public Works,PWD,High,Thrissur,1,2022-09-23,4,20,16,117,0,5,5,0,0,Resolved,36
KL2022-00291,Revenue,Revenue Department,Low,Ernakulam,1,2024-09-07,5,17,57,469,0,15,19,1,1,Closed,41
KL2022-00292,Education,Education Department,Medium,Pathanamthitta,0,2023-10-12,3,3,62,527,0,10,15,1,1,Closed,53
KL2022-00293,Public Works,PWD,Medium,Pathanamthitta,0,2023-01-08,6,5,60,564,0,10,20,1,1,Closed,68
KL2022-00294,Housing,Housing Board,Medium,Kasaragod,1,2022-09-12,0,17,24,361,0,10,9,0,0,Resolved,36
KL2022-00295,Healthcare,Health Department,Medium,Pathanamthitta,0,2023-10-23,0,8,49,581,0,10,9,0,0,Resolved,37
KL2022-00296,Revenue,Revenue Department,Medium,Kasaragod,0,2022-06-11,5,9,30,700,0,10,11,1,1,Closed,41
KL2022-00297,Revenue,Revenue Department,Medium,Pathanamthitta,1,2023-09-13,2,20,73,145,1,10,11,1,1,Closed,53
KL2022-00298,Healthcare,Health Department,Low,Malappuram,1,2022-11-12,5,6,48,627,0,15,15,0,0,Resolved,39
KL2022-00299,Housing,Housing Board,Low,Kasaragod,1,2022-02-28,0,3,10,706,0,15,22,1,1,Closed,48
KL2022-00300,Revenue,Revenue Department,Low,Kozhikode,1,2023-03-08,2,19,58,682,0,15,18,1,1,Closed,39
KL2022-00301,Water Supply,Kerala Water Authority,Low,Kozhikode,0,2023-08-17,3,10,66,300,0,15,16,1,1,Closed,42
KL2022-00302,Social Security,Social Welfare,Low,Kottayam,1,2024-07-17,2,3,12,211,0,15,15,0,0,Resolved,38
KL2022-00303,Water Supply,Kerala Water Authority,High,Ernakulam,0,2024-09-18,2,15,31,398,0,5,4,0,0,Resolved,26
KL2022-00304,Healthcare,Health Department,High,Idukki,1,2023-10-16,0,12,56,183,0,5,3,0,0,Resolved,37
KL2022-00305,Public Works,PWD,Low,Palakkad,1,2022-08-06,5,11,35,527,0,15,23,1,0,Resolved,51
KL2022-00306,Water Supply,Kerala Water Authority,High,Alappuzha,1,2022-10-16,6,4,11,347,0,5,6,1,1,Closed,32
KL2022-00307,Social Security,Social Welfare,Low,Alappuzha,1,2022-11-24,3,11,78,788,1,15,22,1,0,Resolved,63
KL2022-00308,Healthcare,Health Department,Medium,Thrissur,1,2024-11-20,2,15,68,365,0,10,11,1,1,Closed,35
KL2022-00309,Education,Education Department,Low,Ernakulam,0,2024-11-01,4,15,35,270,0,15,10,0,0,Resolved,28
KL2022-00310,Public Works,PWD,High,Thiruvananthapuram,1,2022-04-14,3,10,68,661,0,5,8,1,1,Closed,68
KL2022-00311,Water Supply,Kerala Water Authority,Medium,Kottayam,0,2022-01-17,0,4,60,187,0,10,10,0,0,Resolved,48
KL2022-00312,Revenue,Revenue Department,Medium,Wayanad,0,2024-01-20,5,13,51,96,0,10,14,1,1,Closed,44
KL2022-00313,Sanitation,Municipality,Low,Idukki,1,2023-08-15,1,3,54,566,0,15,21,1,1,Closed,47
KL2022-00314,Revenue,Revenue Department,Medium,Kasaragod,0,2022-09-01,3,5,17,453,0,10,14,1,1,Closed,41
KL2022-00315,Public Works,PWD,Critical,Palakkad,1,2024-01-19,4,5,30,666,0,2,1,0,0,Resolved,65
KL2022-00316,Social Security,Social Welfare,High,Palakkad,1,2022-03-24,3,2,9,190,0,5,9,1,1,Closed,41
KL2022-00317,Water Supply,Kerala Water Authority,Critical,Palakkad,0,2024-07-24,2,5,70,193,0,2,4,1,0,Resolved,58
KL2022-00318,Public Works,PWD,Low,Pathanamthitta,1,2024-03-15,4,20,43,657,0,15,16,1,0,Resolved,43
KL2022-00319,Water Supply,Kerala Water Authority,High,Wayanad,1,2023-09-06,2,16,7,427,0,5,3,0,0,Resolved,16
KL2022-00320,Public Works,PWD,Medium,Kozhikode,1,2022-08-13,5,14,79,365,0,10,17,1,1,Closed,64
KL2022-00321,Housing,Housing Board,Medium,Malappuram,0,2024-08-29,3,9,79,641,0,10,17,1,0,Resolved,66
KL2022-00322,Housing,Housing Board,Medium,Malappuram,0,2024-09-10,1,6,72,694,1,10,22,1,1,Closed,77
KL2022-00323,Social Security,Social Welfare,Medium,Pathanamthitta,1,2023-05-12,4,2,78,767,0,10,15,1,0,Resolved,64
KL2022-00324,Housing,Housing Board,Low,Thrissur,1,2023-10-05,3,14,24,472,0,15,16,1,1,Closed,39
KL2022-00325,Social Security,Social Welfare,Medium,Palakkad,0,2024-08-23,4,2,22,581,1,10,15,1,0,Resolved,53
KL2022-00326,Public Works,PWD,High,Kozhikode,0,2024-09-06,4,17,53,371,0,5,3,0,0,Resolved,53
KL2022-00327,Healthcare,Health Department,Low,Thrissur,1,2024-12-27,4,11,74,412,0,15,18,1,1,Escalated,42
KL2022-00328,Revenue,Revenue Department,High,Malappuram,1,2024-09-18,2,7,36,335,0,5,6,1,1,Closed,49
KL2022-00329,Sanitation,Municipality,Low,Kottayam,0,2023-08-15,1,7,67,374,0,15,18,1,1,Closed,46
KL2022-00330,Revenue,Revenue Department,Critical,Kottayam,0,2022-09-07,2,19,74,438,0,2,1,0,0,Resolved,53
KL2022-00331,Social Security,Social Welfare,Medium,Kasaragod,0,2023-12-08,4,5,42,93,1,10,13,1,0,Resolved,57
KL2022-00332,Education,Education Department,Low,Idukki,1,2024-06-24,0,9,66,269,1,15,20,1,0,Resolved,57
KL2022-00333,Revenue,Revenue Department,Low,Palakkad,1,2023-07-11,1,5,18,680,1,15,19,1,1,Closed,51
KL2022-00334,Sanitation,Municipality,Medium,Alappuzha,1,2022-04-14,3,17,33,703,0,10,9,0,0,Resolved,21
KL2022-00335,Sanitation,Municipality,Low,Thiruvananthapuram,0,2022-07-25,0,14,47,784,0,15,11,0,0,Resolved,30
KL2022-00336,Water Supply,Kerala Water Authority,Medium,Kollam,0,2022-10-09,6,1,75,211,1,10,19,1,1,Closed,67
KL2022-00337,Water Supply,Kerala Water Authority,Medium,Thrissur,1,2023-02-13,0,10,46,342,0,10,10,0,0,Resolved,35
KL2022-00338,Housing,Housing Board,High,Kannur,1,2022-07-03,6,19,34,597,1,5,5,0,0,Resolved,50
KL2022-00339,Housing,Housing Board,Medium,Pathanamthitta,1,2024-05-05,6,6,9,456,0,10,13,1,1,Closed,44
KL2022-00340,Healthcare,Health Department,Critical,Wayanad,1,2023-08-16,2,2,6,355,0,2,1,0,0,Resolved,36
KL2022-00341,Education,Education Department,Low,Idukki,0,2023-08-06,6,15,74,586,0,15,15,0,0,Resolved,43
KL2022-00342,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,0,2024-10-29,1,15,39,247,1,10,9,0,0,Resolved,36
KL2022-00343,Education,Education Department,Critical,Idukki,1,2022-11-29,1,15,37,785,0,2,2,0,0,Resolved,37
KL2022-00344,Healthcare,Health Department,High,Thiruvananthapuram,0,2023-11-22,2,10,77,740,1,5,10,1,1,Closed,58
KL2022-00345,Healthcare,Health Department,Medium,Malappuram,1,2024-04-10,2,14,70,385,0,10,10,0,0,Resolved,37
KL2022-00346,Education,Education Department,Medium,Ernakulam,0,2022-07-15,4,6,22,538,1,10,13,1,0,Resolved,44
KL2022-00347,Sanitation,Municipality,Medium,Thiruvananthapuram,0,2023-06-19,0,13,35,507,0,10,5,0,0,Resolved,27
KL2022-00348,Revenue,Revenue Department,Medium,Idukki,0,2023-09-11,0,19,78,61,0,10,7,0,0,Resolved,46
KL2022-00349,Revenue,Revenue Department,Low,Kozhikode,0,2024-01-07,6,8,12,733,0,15,17,1,0,Resolved,35
KL2022-00350,Revenue,Revenue Department,Medium,Pathanamthitta,1,2024-04-10,2,17,44,756,0,10,8,0,0,Resolved,36
KL2022-00351,Education,Education Department,Medium,Kozhikode,1,2023-08-28,0,12,33,274,1,10,9,0,0,Resolved,41
KL2022-00352,Healthcare,Health Department,Medium,Thrissur,0,2022-11-10,3,15,52,475,0,10,8,0,0,Resolved,29
KL2022-00353,Water Supply,Kerala Water Authority,Medium,Kannur,1,2023-03-24,4,8,15,588,0,10,9,0,0,Resolved,26
KL2022-00354,Water Supply,Kerala Water Authority,High,Palakkad,0,2024-01-11,3,3,77,164,1,5,10,1,0,Resolved,68
KL2022-00355,Sanitation,Municipality,Low,Malappuram,1,2022-11-03,3,6,46,582,0,15,16,1,1,Closed,40
KL2022-00356,Sanitation,Municipality,Critical,Wayanad,1,2024-09-28,5,3,70,506,0,2,4,1,1,Closed,61
KL2022-00357,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,1,2024-11-17,6,14,63,627,0,10,8,0,0,Resolved,36
KL2022-00358,Housing,Housing Board,Medium,Palakkad,1,2024-08-04,6,10,7,455,1,10,11,1,0,Resolved,48
KL2022-00359,Housing,Housing Board,Medium,Wayanad,1,2023-03-23,3,19,14,96,0,10,7,0,0,Resolved,29
KL2022-00360,Social Security,Social Welfare,Low,Idukki,1,2022-05-11,2,18,12,120,0,15,6,0,0,Resolved,19
KL2022-00361,Water Supply,Kerala Water Authority,Low,Thiruvananthapuram,1,2023-08-11,4,14,28,188,0,15,11,0,0,Resolved,23
KL2022-00362,Social Security,Social Welfare,Low,Idukki,1,2024-02-23,4,15,53,434,1,15,15,0,0,Resolved,48
KL2022-00363,Education,Education Department,High,Kozhikode,0,2022-09-30,4,12,20,232,0,5,5,0,0,Resolved,29
KL2022-00364,Social Security,Social Welfare,Medium,Palakkad,1,2022-09-18,6,8,5,73,1,10,12,1,1,Closed,39
KL2022-00365,Water Supply,Kerala Water Authority,Low,Kozhikode,1,2024-05-18,5,18,53,285,0,15,14,0,0,Resolved,27
KL2022-00366,Sanitation,Municipality,Critical,Thrissur,0,2023-12-10,6,5,40,243,0,2,2,0,0,Resolved,47
KL2022-00367,Education,Education Department,High,Thiruvananthapuram,1,2024-05-08,2,20,7,296,0,5,6,1,0,Resolved,14
KL2022-00368,Education,Education Department,Low,Malappuram,1,2022-03-10,3,15,11,300,0,15,8,0,0,Resolved,19
KL2022-00369,Housing,Housing Board,Medium,Ernakulam,1,2024-06-17,0,8,74,272,0,10,18,1,1,Closed,66
KL2022-00370,Housing,Housing Board,Low,Pathanamthitta,1,2024-10-28,0,10,34,799,0,15,22,1,1,Closed,48
KL2022-00371,Public Works,PWD,Medium,Alappuzha,0,2023-09-11,0,5,71,276,0,10,25,1,1,Closed,72
KL2022-00372,Revenue,Revenue Department,Medium,Thiruvananthapuram,0,2022-12-25,6,14,76,557,1,10,12,1,0,Resolved,62
KL2022-00373,Public Works,PWD,Medium,Kozhikode,0,2024-02-20,1,17,45,763,0,10,14,1,1,Closed,47
KL2022-00374,Healthcare,Health Department,Critical,Kottayam,0,2024-02-10,5,6,73,534,0,2,5,1,0,Resolved,56
KL2022-00375,Sanitation,Municipality,High,Kottayam,0,2022-10-23,6,15,12,625,0,5,1,0,0,Resolved,19
KL2022-00376,Social Security,Social Welfare,Medium,Ernakulam,1,2024-12-21,5,5,54,298,0,10,14,1,0,In Progress,51
KL2022-00377,Public Works,PWD,Low,Kozhikode,0,2022-06-11,5,15,52,144,1,15,25,1,1,Closed,62
KL2022-00378,Sanitation,Municipality,Medium,Thiruvananthapuram,0,2023-07-04,1,13,10,124,0,10,6,0,0,Resolved,18
KL2022-00379,Sanitation,Municipality,Medium,Kannur,1,2023-03-21,1,16,31,390,0,10,8,0,0,Resolved,22
KL2022-00380,Revenue,Revenue Department,High,Thiruvananthapuram,0,2023-03-10,4,7,20,540,0,5,9,1,1,Closed,43
KL2022-00381,Sanitation,Municipality,Medium,Ernakulam,0,2023-05-06,5,18,46,339,1,10,7,0,0,Resolved,35
KL2022-00382,Social Security,Social Welfare,Medium,Thrissur,1,2024-12-28,5,12,44,317,0,10,13,1,1,Escalated,39
KL2022-00383,Water Supply,Kerala Water Authority,High,Thrissur,1,2022-07-21,3,16,45,258,0,5,2,0,0,Resolved,30
KL2022-00384,Public Works,PWD,Low,Idukki,1,2024-04-27,5,2,77,276,1,15,37,1,1,Closed,88
KL2022-00385,Housing,Housing Board,Medium,Kottayam,1,2024-05-05,6,10,24,250,1,10,14,1,0,Resolved,54
KL2022-00386,Social Security,Social Welfare,High,Malappuram,1,2023-05-19,4,16,75,720,0,5,6,1,1,Closed,48
KL2022-00387,Public Works,PWD,High,Kottayam,0,2024-09-27,4,16,63,222,0,5,5,0,0,Resolved,58
KL2022-00388,Public Works,PWD,Medium,Pathanamthitta,1,2022-10-14,4,18,67,238,0,10,11,1,1,Closed,54
KL2022-00389,Housing,Housing Board,Medium,Palakkad,0,2022-03-11,4,3,11,56,0,10,18,1,1,Closed,48
KL2022-00390,Sanitation,Municipality,Medium,Kollam,1,2022-11-06,6,1,32,567,1,10,11,1,1,Closed,51
KL2022-00391,Housing,Housing Board,Critical,Malappuram,0,2024-09-16,0,16,7,56,1,2,2,0,0,Resolved,49
KL2022-00392,Social Security,Social Welfare,High,Thiruvananthapuram,1,2022-02-04,4,17,40,598,1,5,8,1,1,Closed,44
KL2022-00393,Housing,Housing Board,High,Palakkad,0,2024-05-31,4,6,18,148,0,5,4,0,0,Resolved,50
KL2022-00394,Healthcare,Health Department,Medium,Alappuzha,1,2023-01-29,6,20,72,308,0,10,7,0,0,Resolved,30
KL2022-00395,Public Works,PWD,Medium,Kottayam,0,2024-03-23,5,3,52,465,1,10,28,1,1,Closed,77
KL2022-00396,Sanitation,Municipality,High,Wayanad,1,2023-04-08,5,10,15,719,0,5,4,0,0,Resolved,26
KL2022-00397,Housing,Housing Board,Medium,Kollam,0,2024-04-10,2,13,53,615,0,10,15,1,1,Closed,52
KL2022-00398,Housing,Housing Board,Medium,Wayanad,1,2022-12-17,5,3,68,494,0,10,22,1,1,Closed,70
KL2022-00399,Public Works,PWD,Medium,Malappuram,1,2022-07-15,4,17,10,285,0,10,10,0,0,Resolved,34
KL2022-00400,Sanitation,Municipality,Medium,Kasaragod,0,2024-08-31,5,9,10,126,0,10,6,0,0,Resolved,23
KL2022-00401,Revenue,Revenue Department,High,Palakkad,0,2022-03-09,2,6,45,66,0,5,6,1,1,Closed,53
KL2022-00402,Healthcare,Health Department,Low,Kannur,0,2024-03-26,1,3,43,216,0,15,16,1,1,Closed,41
KL2022-00403,Social Security,Social Welfare,Medium,Kozhikode,1,2023-11-11,5,13,22,755,0,10,6,0,0,Resolved,29
KL2022-00404,Education,Education Department,Medium,Palakkad,0,2023-12-10,6,2,17,497,0,10,13,1,0,Resolved,38
KL2022-00405,Education,Education Department,Low,Idukki,0,2024-03-23,5,11,8,699,1,15,13,0,0,Resolved,33
KL2022-00406,Revenue,Revenue Department,Medium,Kannur,1,2024-07-11,3,16,34,414,1,10,8,0,0,Resolved,44
KL2022-00407,Social Security,Social Welfare,High,Ernakulam,0,2023-01-16,0,19,53,137,0,5,3,0,0,Resolved,36
KL2022-00408,Revenue,Revenue Department,Low,Kannur,0,2023-05-20,5,3,15,324,0,15,20,1,0,Resolved,43
KL2022-00409,Healthcare,Health Department,Medium,Wayanad,0,2024-03-08,4,11,51,159,0,10,7,0,0,Resolved,34
KL2022-00410,Education,Education Department,Medium,Thiruvananthapuram,1,2023-09-24,6,15,51,326,0,10,10,0,0,Resolved,34
KL2022-00411,Education,Education Department,Low,Pathanamthitta,0,2022-06-28,1,6,60,509,0,15,22,1,1,Closed,49
KL2022-00412,Social Security,Social Welfare,Medium,Kollam,0,2022-02-23,2,3,50,617,0,10,13,1,0,Resolved,52
KL2022-00413,Public Works,PWD,Medium,Kasaragod,1,2024-02-28,2,1,42,473,0,10,23,1,1,Closed,66
KL2022-00414,Education,Education Department,Medium,Wayanad,1,2023-05-13,5,19,71,223,0,10,7,0,0,Resolved,37
KL2022-00415,Social Security,Social Welfare,Low,Pathanamthitta,1,2022-10-12,2,9,43,324,1,15,22,1,1,Closed,52
KL2022-00416,Education,Education Department,High,Pathanamthitta,1,2024-06-09,6,9,58,356,0,5,9,1,1,Closed,47
KL2022-00417,Education,Education Department,Low,Idukki,0,2023-05-31,2,8,68,658,0,15,20,1,1,Closed,49
KL2022-00418,Water Supply,Kerala Water Authority,Medium,Kollam,0,2022-10-05,2,10,5,455,0,10,10,0,0,Resolved,19
KL2022-00419,Public Works,PWD,High,Kasaragod,0,2024-02-18,6,11,61,392,0,5,8,1,1,Closed,64
KL2022-00420,Healthcare,Health Department,Low,Kottayam,1,2023-10-19,3,20,30,540,0,15,10,0,0,Resolved,15
KL2022-00421,Public Works,PWD,Medium,Pathanamthitta,0,2024-03-26,1,11,42,761,0,10,16,1,1,Closed,54
KL2022-00422,Sanitation,Municipality,High,Idukki,0,2024-02-10,5,9,55,423,0,5,4,0,0,Resolved,42
KL2022-00423,Education,Education Department,Low,Malappuram,0,2023-02-14,1,19,74,234,1,15,16,1,1,Closed,48
KL2022-00424,Housing,Housing Board,Medium,Wayanad,0,2024-08-03,5,7,61,348,0,10,22,1,1,Closed,62
KL2022-00425,Education,Education Department,Medium,Kasaragod,1,2024-04-17,2,16,22,698,0,10,6,0,0,Resolved,22
KL2022-00426,Revenue,Revenue Department,Critical,Alappuzha,0,2023-06-02,4,5,59,436,0,2,3,1,0,Resolved,65
KL2022-00427,Water Supply,Kerala Water Authority,Critical,Malappuram,1,2024-03-31,6,18,69,758,0,2,4,1,1,Closed,41
KL2022-00428,Housing,Housing Board,Medium,Kannur,0,2024-01-07,6,18,15,161,0,10,11,1,1,Closed,31
KL2022-00429,Public Works,PWD,Critical,Pathanamthitta,0,2022-04-01,4,19,56,389,0,2,1,0,0,Resolved,57
KL2022-00430,Social Security,Social Welfare,Medium,Kollam,0,2022-01-22,5,4,38,277,1,10,12,1,1,Closed,56
KL2022-00431,Sanitation,Municipality,Low,Thrissur,1,2024-02-06,1,13,64,745,0,15,12,0,0,Resolved,38
KL2022-00432,Healthcare,Health Department,High,Idukki,1,2022-02-20,6,16,18,352,1,5,7,1,1,Closed,28
KL2022-00433,Education,Education Department,Critical,Kollam,1,2022-10-18,1,12,44,401,0,2,4,1,1,Closed,43
KL2022-00434,Sanitation,Municipality,High,Palakkad,1,2024-09-16,0,12,65,149,0,5,4,0,0,Resolved,42
KL2022-00435,Water Supply,Kerala Water Authority,Low,Wayanad,1,2024-07-15,0,11,13,357,0,15,10,0,0,Resolved,21
KL2022-00436,Housing,Housing Board,High,Kannur,0,2022-08-24,2,1,48,713,1,5,11,1,0,Resolved,78
KL2022-00437,Healthcare,Health Department,Medium,Wayanad,1,2023-05-15,0,17,27,615,1,10,12,1,0,Resolved,27
